time,oscillator_id,send_count,cycle_index,phase_rad,run_index,cumulative_per_percent,record_type
813216.8286373896,1,163.0,163,1.9500853787413486,3.0,,
813861.3989096979,4,163.0,163,2.7600762716238108,3.0,,
816462.0887704283,2,164.0,163,6.028199535918286,3.0,,
816930.9112295717,3,164.0,164,0.33415390613176355,3.0,,
817576.7070500837,0,164.0,164,1.1456848683075527,3.0,,
818220.4464625042,1,164.0,164,1.954631671862191,3.0,,
818865.0203141728,4,164.0,164,2.764627062701483,3.0,,
821459.310540728,2,165.0,164,6.024708309511725,3.0,,
821933.689459272,3,165.0,165,0.3376451325383237,3.0,,
822576.7070500837,0,165.0,165,1.1456848683075527,3.0,,
823224.0642654818,1,165.0,165,1.9591779371647688,3.0,,
823868.6417341547,4,165.0,165,2.7691778732656633,3.0,,
826456.5033522687,2,166.0,165,6.021180692455305,3.0,,
826936.4966477313,3,166.0,166,0.3411727495947439,3.0,,
827580.3217210063,0,166.0,166,1.1502271977538248,3.0,,
828224.0642654818,1,166.0,166,1.9591779371647688,3.0,,
828872.2631698062,4,166.0,166,2.7737287035210136,3.0,,
831453.6670422152,2,167.0,166,6.017616480124382,3.0,,
831939.3329577848,3,167.0,167,0.34473696192566644,3.0,,
832583.9398954771,0,167.0,167,1.1547739298886295,3.0,,
833227.6820820431,1,167.0,167,1.9637242195372597,3.0,,
833872.2631698062,4,167.0,167,2.7737287035210136,3.0,,
836450.801451852,2,168.0,167,6.014015473070997,3.0,,
836942.198548148,3,168.0,168,0.3483379689790518,3.0,,
837587.5614587932,0,168.0,168,1.1593249205719651,3.0,,
838231.2998970522,1,168.0,168,1.9682704999590954,3.0,,
838875.8846211366,4,168.0,168,2.7782795534789444,3.0,,
841447.9064267877,2,169.0,168,6.010377477281491,3.0,,
841945.0935732123,3,169.0,169,0.35197596476855836,3.0,,
842591.1862954086,0,169.0,169,1.1638800246045307,3.0,,
843234.9176958048,1,169.0,169,1.9728167599524509,3.0,,
843879.5060882203,4,169.0,169,2.7828304232330825,3.0,,
846444.9818171641,2,170.0,169,6.006702304438222,3.0,,
846948.0181828359,3,170.0,170,0.3556511376118271,3.0,,
847591.1862954086,0,170.0,170,1.1638800246045307,3.0,,
848238.5354640337,1,170.0,170,1.9773629815885327,3.0,,
848883.1275711958,4,170.0,170,2.7873813129575153,3.0,,
851442.0274778686,2,171.0,170,6.002989772187429,3.0,,
851950.9725221314,3,171.0,171,0.3593636698626205,3.0,,
852594.8016197055,0,171.0,171,1.1684231751050898,3.0,,
853238.5354640337,1,171.0,171,1.9773629815885327,3.0,,
853886.7490702643,4,171.0,171,2.7919322229048893,3.0,,
856439.0432687514,2,172.0,171,5.999239704411621,3.0,,
856953.9567312486,3,172.0,172,0.3631137376384278,3.0,,
857598.419811628,0,172.0,172,1.172969929170207,3.0,,
858242.1532428622,1,172.0,172,1.9819092165444843,3.0,,
858886.7490702643,4,172.0,172,2.7919322229048893,3.0,,
861436.0290548464,2,173.0,172,5.995451931507539,3.0,,
861956.9709451536,3,173.0,173,0.3669015105425102,3.0,,
862602.0407516838,0,173.0,173,1.1775201366415815,3.0,,
863245.771019899,1,173.0,173,1.9864554492490045,3.0,,
863890.3705854494,4,173.0,173,2.796483153105047,3.0,,
866432.9847065964,2,174.0,173,5.991626290668638,3.0,,
866960.0152934036,3,174.0,174,0.37072715138141143,3.0,,
867605.6643195711,0,174.0,174,1.1820736463434531,3.0,,
868249.3887832176,1,174.0,174,1.9910016647146445,3.0,,
868893.9921168287,4,174.0,174,2.80103410365542,3.0,,
871429.9101000812,2,175.0,174,5.987762626172408,3.0,,
