coupling_function,k,valid_run_count,failed_run_count,convergence_rate_percent,usable_rate_percent,converged_cycle_median,converged_cycle_q1,converged_cycle_q3,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,post_convergence_fluctuation_median,post_convergence_fluctuation_q1,post_convergence_fluctuation_q3,overall_per_mean,overall_per_std,transient_per_mean,transient_per_std,steady_per_mean,steady_per_std
NewSIN,126.0,500,0,0.0,85.0,,,,82.0,51.0,115.0,,,,2.945288888888889,1.309654765213948,,,,
NewSIN,127.0,500,0,0.0,82.8,,,,87.0,57.0,118.0,,,,3.0744,1.3187356653873623,,,,
NewSIN,128.0,500,0,0.0,85.6,,,,85.5,54.75,124.25,,,,3.091644444444444,1.3569515507458347,,,,
NewSIN,129.0,500,0,0.0,82.8,,,,90.0,58.25,126.0,,,,3.177177777777778,1.3481001053188746,,,,
NewSIN,130.0,500,0,0.0,81.4,,,,88.0,60.5,124.0,,,,3.241666666666667,1.3519089181054742,,,,
NewSIN,131.0,500,0,0.0,76.4,,,,93.0,62.0,133.75,,,,3.356177777777778,1.4223704651642979,,,,
NewSIN,132.0,500,0,0.0,76.8,,,,98.5,63.0,129.0,,,,3.4472444444444443,1.3543197574769654,,,,
NewSIN,133.0,500,0,0.0,74.0,,,,92.0,64.25,129.5,,,,3.5545333333333335,1.3846530614369696,,,,
NewSIN,134.0,500,0,0.0,70.8,,,,104.0,75.0,137.75,,,,3.735622222222222,1.4120516804606142,,,,
NewSIN,135.0,500,0,0.0,68.2,,,,105.0,74.0,135.0,,,,3.831777777777778,1.452232417702859,,,,
NewSIN,136.0,500,0,0.0,61.4,,,,98.0,64.5,137.5,,,,3.9645777777777775,1.4151439879017509,,,,
NewSIN,137.0,500,0,0.0,62.8,,,,104.0,66.0,135.0,,,,4.046288888888889,1.4562072835412583,,,,
NewSIN,138.0,500,0,0.0,62.0,,,,105.5,74.25,146.0,,,,4.1588666666666665,1.4384943820662632,,,,
NewSIN,139.0,500,0,0.0,57.8,,,,106.0,74.0,140.0,,,,4.2113555555555555,1.4945695972441224,,,,
NewSIN,140.0,500,0,0.0,55.0,,,,110.0,78.0,144.5,,,,4.373755555555555,1.4517503158903637,,,,
NewSIN,141.0,500,0,0.0,53.0,,,,106.0,76.0,141.0,,,,4.529511111111111,1.5546950917219584,,,,
NewSIN,142.0,500,0,0.0,49.4,,,,121.0,81.5,144.0,,,,4.682777777777777,1.4543719404476059,,,,
NewSIN,143.0,500,0,0.0,45.6,,,,115.0,76.75,150.25,,,,4.803644444444444,1.4447195161409918,,,,
NewSIN,144.0,500,0,0.0,44.0,,,,121.0,87.0,152.0,,,,4.932555555555555,1.5360127285616394,,,,
NewSIN,145.0,500,0,0.0,40.0,,,,122.5,92.5,150.0,,,,4.961022222222222,1.5009471075784575,,,,
NewSIN,146.0,500,0,0.0,35.8,,,,127.0,84.5,158.5,,,,5.230511111111111,1.4647833044173375,,,,
NewSIN,147.0,500,0,0.0,32.2,,,,116.0,86.0,153.0,,,,5.298688888888889,1.4723638225681759,,,,
NewSIN,148.0,500,0,0.0,31.4,,,,122.0,87.0,157.0,,,,5.421555555555555,1.5246130619743876,,,,
NewSIN,149.0,500,0,0.0,26.8,,,,126.5,95.0,161.0,,,,5.620844444444445,1.4411762962939096,,,,
NewSIN,150.0,500,0,0.0,27.4,,,,134.0,91.0,161.0,,,,5.80611111111111,1.5248770259706554,,,,
